review_text,is_recommended
"I bought thinking it was a face wash, should have read better. I ended up keeping it an i don’t care for it in gets the makeup in my contact and I never had this problem using ponds cream makeup remover and cerave face wash. It also doesn’t do great at getting makeup all off around my eyes. Just buy ponds that stuffs great.",0.0
"We use this to take off competition make up. It melts everything right off. It is pretty oily, so you need to be able to wash your face right afterwards. But, it definitely gets the hard to get matte lip sticks and eye make up off.",1.0
I’ve been using this for a little under a week from a sample I got and I love it! It absorbs really quickly without making my face feel sticky. My skin feels so soft and looks a bit more even now,1.0
"It’s taken me almost two years to actually use all of this product. It leaves you feeling like a greasy mess after washing it off. My family literally feels like I’ve slept in makeup in 100° weather and I can feel my pores start to clog up. I’ve told myself i can’t buy a new one until i use this up because it was so bloody expensive, and i dread washing my face at night to take my spf and makeup off.",0.0
Result from this scrub is amazing! You see how the smooth get smoother and most of all it looks so much brighter! The scrub grain is so fine it is even great for those with sensitive skin. Most exfoliators break me out due to its super rough texture that do more harm on my sensitive than good. I am so happy I finally found effective exfoliator from clean beauty!⁣⁣ I recorded live result on my IG @emilie_life_edited as a reel.,1.0
Love this face oil. Keeps me hydrated without looking greasy!,1.0
"The sunscreen stick is amazing for the summer time! I love using it for times I won’t be using makeup: going to the beach, outdoor activities, hiking. It provides great coverage and is super easy to reapply.",1.0
Omg from the first couple of days amazing results clear luminous skin sharpe noticable results only downdside is its price,1.0
Trust me you will love this lip sleep sleeping mask! Your lips will be plump and soft next day. I apply a generous amount and I love the way my lips feel and look that morning. A definite must have!,1.0
"I wanted to love this product. Pros- It definitely hydrates and you get a ton of product, even though the jar looks small. Con- I have used it off and on for 8 months and my skin breaks out when I use this product. When I stop using the product my skin stops breaking out. Maybe it’s just me?? I’ll be buying tried and true DE products from now on.",0.0
"Since starting early menopause, my lips dry out SO badly once a month when hormones dip. I have literally tried over 50 different balms and salves to try and get rid of the scaly, flaky mess. This has been the ONLY thing that has worked - and it works beautifully! I use it during the day time as a balm, and load up on it at night time. SO in love with this.",1.0
love this stuff. it works great! I feel like it hydrates my skin with out leaving it greasy. and it also has like a cooling sensation that feels amazing on the skin. I highly recommend,0.0
"I don’t really write reviews but I have to say I’m happy with this moisturizer!I’m 38 yrs old and hard to find a good one for my oily AND dry areas on my face,but this works well under make-up or no make-up.I see a difference within 2-3 days and really happy how my skin looks when i wake up! So glad it doesn’t break out my skin!",1.0
"This moisturizer sucks! I have acne prone, combination skin and it made me break out, oily and it doesn’t keep skin moisturized for a long time. It’s also not blendable.  I have tried kiehls and it’s a lot better than this. onlthing I like",0.0
"i LOVE this stuff! aside from it smelling delicious and feeling great on your skin, its super moisturizing!",1.0
"I got this a couple weeks after buying the Ole dark spot toner because I wanted to use that one at night and this one in the mornings. I love this one so, so much! It smells so good and makes my skin feel and look better. If I have a blemish, I take a cotton pad and put some of the toner on it and let it sit on my face for 10 minutes. The next morning, my blemish looks way better and usually reduces size! 11/10 recommend this toner, especially to people who have more oily skin. It has helped with my oil tremendously.",1.0
it has a nice orange/citrus scent. I use it twice a week and have noticed my pores look smaller,1.0
Not effective at all and also too big that they’ve to be cut down to fit problem areas. The nose strip caused a breakout for me as it was too heavy and tight on my skin causing a pimple right around its contours.,0.0
"This is such a great product! Not too heavy, but definitely very moisturizing. I love the natural vibe of this brand!",1.0
This product was just all right. Nothing too special about it. I normally use a light hydrating gel moisturizer and this one is more of a thicker consistency. I have oily skin and my normal moisturizer doesn’t make me oilier but this left me feeling greasy. It also broke me out is weird little bumps after using it once. I received this complimentary for reviewing purposes.,0.0
I was really struggling with acne scars and uneven skin tone and this toner was literally a miracle worker. I love it so much and don’t think I’ll ever let go. I will say that it does make your skin sensitive so be sure to buy sunscreen if you’re thinking about getting this toner! Also noticed that I had to use every other day in the beginning so my skin didn’t feel stripped. I use it nightly now and my scars are almost little to none!,1.0
This product came in such beautiful packaging.  The feel and texture of the product was really nice.  There was no skin irritation and I’m able to use every day this is a huge difference from other over the counter or prescription products,1.0
"The product packaging looks nice and bright. The scent of the product smells lovely. Does it work? I do not believe it’s a great exfoliant, but it tries. My skin feels a little smoother. To feel it working, I let product sit on my dry and clean face for like a 1 1/2 min and then I proceed to follow the instructions.",0.0
"So when I first got the product and was reading about it, I thought it was going to have a really fresh citrus-y pineapple smell. I was wrong. It is scented but it’s not too strong and it doesn’t smell like pineapple. It’s different than other exfoliators I’ve used. It almost makes the dead skin roll off your face. I will say my face did feel super soft and bright afterwards. I’m not sure I’d buy it once released because it is pricey and I’ve used other exfoliators that are cleaner and more effective for cheaper. I did get this free to try through influencer and voxbox",1.0
"I received this as a free sample from Influenster. I tried it and by the third night, my skin around my mouth got red and flaky. Very dry. I stopped using it and everything cleared up in about a week.",0.0
#belifbff #complimentary @belifusa @InfluensterI received this sample for review from Influenster. While I wish I could give it a positive review I simply cannot. I discontinued my other night lip mask and used just this for 2 weeks and my lips have never been more chapped. I simply do not think that this does anything. And on the lips when it has been on the lips for some time it begins to ball up in little sections instead of sinking into the lips. I have since stopped using for the past week using my Aquaphor along and my lips are back to normal.,0.0
Really wanted to love this but it almost was too dark for my pale skin.,0.0
I received a sample size of this product for review. I used it! for about a week and my skin felt more hydrated and radiant while using it. I didn’t notice any other benefits and I feel it’s because I need to use if for a longer period of time in order to experience a significant change.,1.0
Not impressed for the money I get very oily shortly after I had better results with Peter Thomas Roth cloud cream,0.0
Came thick like ointment and darker then the colour it should be as if it’s gone bad or not been done properly,0.0
I love fresh products and I was super excited to try it out but the first thing I saw on the ingredients was fragrance. I only use fragrance free on my face so I let my sister use it and she liked it. Not her staple face wash but it’s okay. I received this product complimentary for review purposes.,0.0
"I heard lot good about this product but for me, it doesn’t work, not even 5%, very expensive, I expected but Unfortunately not worth for me",0.0
"I gave it 1 star for the package, the press to dispense flat top is really convenience. The cream itself felt nice at application. I have dry skin, and this cream made my face feel cracking, and itchy, and it get worse everytime I used it. I didn’t save the receipt and couldn’t return it.",0.0
"The product itself works very well, but ugh it smells really strong... I don’t think I would repurchase it based on the smell, maybe it’s just me though",0.0
"One of the best cleansers I’ve ever used. Gel to foam. Nice scent, light, doesn’t dry out skin. Good for everyday cleanser! Bought mini size and bought full size shortly after trying it!",1.0
"I received the Original Skin Matte Moisturizer with Willowherb free from Influenster in exchange for my honest opinion. The moisturizer is light but not greasy or slimy feeling. It has a light, almost citrusy scent that was nice. Not too sweet or overbearing. It absorbed well into my skin and didn’t take a long time to dry. My skin almost felt powdery smooth after applying. It didn’t make me break out either which is good. All in all, I would recommend this product.",1.0
This felt soft and all but I think I was having a reaction to it. I know it isn’t my other skincare products because they work well but I think this cleanser made my face kinda red and made my cheeks feel hot a little bit. I have sensitive kin btw.,0.0
I was recently gifted by GoopGlow this Microderm Instant Glow Exfoliater for my honest opinion. I can honestly say that I love it! It is easy to use and leaves your skin feeling so moisturized. The exfoliation is really fine and gentle on the skin.  The texture is very goopy and it feels amazing on and once it’s rinsed also! I definitely recommend it!,1.0
"Instantly dissolved makeup, no longer will I have to scrub away at stuck on mascara.",1.0
"Overall this is an ok cleanser. I have only used this in the summer when my skin is more normal. It does not leave the skin feeling overly stripped but does get it clean. However, the beads really do not add much for me. There are too few for them to be really exfoliating and they are huge. The packaging is also horrible. It is very difficult to get the last bit out and squeezing the bottle gives you limited control over how much comes out. They should really put this in a pump.",0.0
"I have lips that constantly need moisture.  I don’t go anywhere without lip balm.  I was excited to try this.  It is just OK.  For the price, it is definitely NOT worth it.  I find my self reapplying often.  I usually use bobby brown lip tin but didn’t want a product I have to dip my finger in to use, so I switched to this.  I honestly think chapstick is better!",0.0
This is a really great product. I like it quite a lot and would recommend it to all,1.0
Used this product as a facemask. Left my skin feeling softer but not sure if it is something I would use again,0.0
I got this gift by Fresh. This cream will moisturize effectively for 72 hours with strengthening damask rose extract . I can’t agree more，My nose peels easily，It does not peel and is very moisturizing,1.0
"Great product, after consistent use my skin was plumper and more moisturized. This did not cause breakouts and it’s lightly dented.  It’s a good value for the price.  I highly recommend it.",1.0
One of the best chapsticks I’ve ever tried. The price is totally worth it. It doesn’t make them more chapped like other do & a little goes a long way! It’s a must!,1.0
I love the texture of this mask and that it is a multitasking product. It can be left on overnight as a sleeping mask or washed off after 15 to 20 minutes. It left my face with a noticeable glow and smoothness. I would purchase this product again,1.0
"This advertises as a primer as well as a sunblack, so I thought this would be good for someone with oily skin.  However, everytime I have put on, I feel extremely oily by the end of the day versus when I put other sunscreens or no sunscreen on. I bought in the summer and thought it was due to my skin being more oily in the heat but I have recntl tried using it again and found it still makes my skin very oily.   I do not recommend this, it you have oily skin.",0.0
I have tried many different skincare products and creams and was very impressed with this one. A Sephora cast member recommended it to me during the VIB sale as I was looking for clean moisturizer product with added anti age benefits. I have normal skin - not prone to breakouts and not dry or oily in the summer months. It has a beautiful light texture with interesting jar to not let the air damage the ingredients in the package. I’ve only been using it a few weeks but although I like this feature it will make it hard to know when I’m getting low. The product goes on nicely and is very refreshing and leaves my skin feeling hydrated and glowing. I start to see lines on my forehead and smile lines so also bought this cream to reduce the appearance which in immediate application works!  My first Drunk Elephant purchase but will intrigued to try out some others now!,1.0
"I gave this 3 stars because it isn’t a bad product but did not work for my skin type for whatever reason. After using it my skin felt very clean and nice, I enjoyed the smell but it made me break out. Not like an allergic reaction but in random pimples and I know sometimes your skin goes through a purge but I used the product for 2 weeks and my skin never cleared up. I have dry to normal skin and a product that works well for me is the cerave hydrating facial cleanser. I wanted to like this but it just didn’t work sadly.",0.0
"This cleanser promises soft skin and it delivers. Although I am not a fan of its texture upon application, it always leave my skin feeling smooth and supple. I have been using this product a little over a month now, replacing my usual cleanser. I have seen a real difference in the appearance and feel of my skin. If you’re looking for a luxurious experience with a powerful cleanser, this product is for you.",1.0
"When I use this face base before I apply my foundation, I can always tell a big difference. My skin feels very moisturized (but not oily), which makes a huge difference). My foundation looks so much better when I apply the face base. I love that it also has vitamin B, C and E which adds essential nourishments to the skin.",1.0
"I received this complimentary from Dermalogica, for my honest review. It works really well with my sensitive skin. I’ve been using it for a little over a week and my skin looks great. I look forward to the next couple of weeks.",1.0
"Thank you Top box for the #freeproductI recieved a good size sample to try this serum. Sample lasted me for a week. I had to apply little extra as I have dry skin. This serum leaves my skin soft, smooth and silky. No greasy feeling as it absorbs right into the skin. I used this serum during my nightly routine after face wash. I will be buying the full size as I like Clinique product line.",1.0
"I received this from Influenster for testing purposes. Not crazy about this product. Didn’t notice much of a difference and it leaves a weird film. Maybe it’s a great product for someone else, but it just wasn’t for me.",0.0
"Admittedly I’m not a huge fan of the rose scent. However, it’s not overwhelming so just get over it. I apply this to my lips overnight and it keeps them super moisturized. The size of the tin will last forever",1.0
"my go to when I want to double cleanse! doesn’t leave an oily film like other balms, and doesn’t irritate my eyes either. will keep repurchasing!",1.0
"Great moisturizer for dry skin, usually use it at night for the last step in my night time routine.",1.0
"This cleanser was okay. Even when I washed it off, my skin was left oily. On the other hand, it did not break me out and calmed my acne.",1.0
"I absolutely love this product. I use it daily and pair it with the Farmacy night serum every other night and within a week, my skin has almost completely cleared. My dull winter skin is bright and evenly textured again. I cannot recommend this product enough - the all natural ingredients smell amazing and have completely balanced my previous dry and oily combo skin.",1.0
"It’s worth the hype. I’m in my 40’s and hate when I wake up with dry lips. With this, I was up with plump, soft lips every time. It’s worth the cost & I’ve tried so many other options. I got a sample size and use that for travel. The Sweet Candy scent is light & gives me a natural, rosey-pink tone.",1.0
"I like it but, it’s been marketed as a scrub that scrubs off the dead skin. The crumbs that I get are not my dead skin. It’s the product itself. It’s too expensive or what much of a product. I ordered 100ml one yet I thought I ordered the small size when I received it. That’s much much I was disappointed.",0.0
"I started using the cleanser earlier this week and have enjoyed using it. It smells very refreshing, and the smell makes me feel like I’m at a spa (which sounds so nice right about now)! It has left my skin feeling great, but I don’t know how hydrating the cleanser is. I think it’s a great product at a fair price and would recommend it to friends/family.",1.0
This is not a new product to me. I’ve tried this essence before about 1-2 years ago and my feelings haven’t changed. It’s a really good essence. The consistency is closer to water allowing for deeper penetration and faster absorption. I find it really hydrating and not irritating to my sensitive skin. But it has a hefty price tag and I don’t consider the product to be worth quite that much. There are other really nice essences out there for a less painful price.,1.0
"I was a loyal fan of the old formula for years and years. This new formula is terrible! So oily! Not hydrating, just oily. It just leaves the skin looking oily and feeling oily! And I have dry skin, so imagine that! Please bring back the old formula!",0.0
"I was very skeptical at first, of using an oil to cleanse my face. BUT it is very light and gentle, completely removed all of my makeup and left no residue. The pre-cleansing oil has a wonderful scent as well! I will definitely be keeping this in my daily face routine!!!",1.0
"I really like this essence. It is a bit “thicker” than water so go easy on it. I find that one little splash covers my whole face. I’ve noticed my skin is less red, more hydrated, and softer since using this. It is pricey but it will last 6-7 months at the least, it goes a long long way!",1.0
"After application, this product felt way too sticky and nasty on my face.  I hated the feeling.  I didn’t really see any significant changes to my skin that would justify the gross feeling on my face and the $90 price.",0.0
This product was way to harsh for my sensitive skin. My face felt tight and dry after using this cleansing gel. It felt stripped of all moisture. I developed dry patches and itchiness. I only had the sample sized one and I gave it away.This may work for you if you have oily skin.,0.0
"I had really high hopes for this product, however I wasn’t able to get to see the full 7 day results because the formula was a little too oily for my skin.  I would say that my face is not dry, and more of a combo than oily.  I do not have a very oily complexion, however this felt like i was just placing oil on my face and I did not enjoy the way it felt.  I can see this being great for someone who has dry skin, but it was hard to apply makeup even the next day because my skin felt oily and shiny.  Otherwise the product had a good scent!",1.0
"I really love the smell and consistency of this sunscreen. There is no white cast and it goes on well - as long as you shake before use. Like many others, I prefer this sunscreen for my body as it is pretty oily on my face and has run into my eyes quite a few times and was not pleasant. I received this product complimentary but I look forward to continuing to use this product for applying sunscreen all summer long!",1.0
Very hydrating and love the way it feels on my face! I use it in my nightly routine and it goes well under make up.,1.0
"Amazing as everything from Tatcha, light and this travel size perfect to keep on my handbag",1.0
"It’s a nice moisturizer. I haven’t noticed pore minimization very much, but it’s a great moisturizer for day or night. Very light and smells nice.",1.0
Amazing! I got a sample in Sephora Play box. I use it before bed and my skin looks amazing in the morning.,1.0
"Terrible texture and does nothing to clear skin, it actually made me break out! Glad I purchased the sample size.",0.0
"I’m so glad I was able to try this product complimentary from La Mer after hearing all the hype around the brand! It is lovely and hydrating, and I enjoy using it. I’m glad a little goes a long way so it will last a while! However, the price is just hard for me to justify, even as a skincare junkie! I’m saving it for special occasions!",1.0
"I had to return this product. Not only is it in effective for the price point, it smells so much like cat urine that I had to wash it off my face the first few times I used it!",0.0
"I really like this moisturizer. It feels super lightweight, but not AS lightweight as a gel moisturizer. It’s a teeny tiny bit thicker, so I really love to use this at night. It leaves my skin immediately looking and feeling so glowy and soft. The only reason I’m giving it 4 stars instead of 5 is because I can’t use it under makeup. The first time I had tried, my tinted moisturizer that I’ve used everyday for a couple years wouldn’t sit on my skin like it normally does. It was super patchy and unhappy. That’s totally ok for me though because it’s super normal for people to use different day/night moisturizers anyways! Also, I thought the smell was interesting. It’s not bad at all I don’t think — it smells exactly like the Kate Somerville EradiKate serum! I received this product free or complimentary for testing purposes.",1.0
$18 for 2 weeks worth of product... just NO! Yucky taste too.,0.0
"Beautiful design and color of the bottle for the toner that helps hydrate skin and minimizes the appearance of pores, gentle for daily use.",1.0
This gets every last drop of makeup off my face. waterproof mascara-gone. Not drying. Will definitely repurchase when I run out.,1.0
"I have been using this at least once a day for about 2 weeks now. I haven’t noticed a visible difference in my skin yet; however, I still like it and will finish the product. A little goes a long way, it is very moisturizing and has no noticeable scent. I love hyaluronic acid and squalane and that this is vegan.",1.0
"This has singlehandedly changed my skin! Dark spots from pimples have all but completely faded, and what is left of them is hardly noticeable. My skin is SO SOFT, and looks visibly less textured. I don’t wear makeup up at all anymore. Definite recommend!!",1.0
"I have extremely sensitive skin. But after going on accutane, my skin is immaculate. I thought this product would be a great introduction to starting a more involved skin care routine. Upon using this and the other products given by voxbox, my skin freaked the heck out. I have tiny under the skin pimples on my forehead (which I never got even before accutane), chin, and jawline. It was so visible and made feel the discomfort I had when I was younger. Everyone is different and I’m sure it’s a cult favorite but it didn’t work for me. I don’t recommend for people with prominent acne or a history of it.",0.0
"Application is easy and the balm smells nice. However, I didn’t notice any change in my lips. If anything, it made them dryer. For the amount you’re getting, the price isn’t worth it.",0.0
This has been a bit of a game changer for my excessively oily skin.  Helped regulate and works to make my oil free moisturizer really work to regulate the oil production.,1.0
"I have combo skin and this cream made my skin a little oilier than other creams I have used. It has a nice consistency but it’s not very thick. It’s a good moisturizer, I guess, I haven’t bem given enough time to review it. I can’t say its potent either in terms of fighting wrinkles. It layers well under makeup.",0.0
It’s good on my dry skin just nothing special. I don’t like the packaging it gets messy trying to get it out. I don’t notice any exploiting going on. It does have small beads or whatever but not a whole lot to really exfoliate.,0.0
"Very good cleansing balm! It doesn’t leave residue you need to wipe off after you use it, unlike some makeup removers.",1.0
"This will look great IF AND ONLY IF your skin is already smooth and blemish free. This works and I would love to be able to use this daily to cover up the redness on my cheeks however this will grab onto any imperfection whether it’s dryness, bumps, or lines. I was able to make it work with lots of blending but found that I stopped reaching for this after a 2-3 weeks. Unfortunately my skin just doesn’t agree with this product so I stopped using it.",0.0
"This was a gift from a friend, and a good thing too because I would never have spent so much in so little! The unnecessarily wide stick and soft texture meant I went through it super quickly. 2 months instead of the usual 4  months of other lip balms I use. Also, the packaging is ridiculous! The balm itself is only as deep/tall as the yellow lidded portion, the rest of it is empty! Super wasteful, obviously trying to make you feel like you’re getting more product when in fact it’s only 0.13oz. Not worth the cost!",0.0
"I love this lip mask sooo much!! I put the on at night right before I go to sleep and I’ll wake up with super soft, moisturized lips. A lot of lip balms I’ve tried can’t do that. I like this more than the Bite Agave lip mask because it’s not as thick and sticky but still provides amazing hydration to the lips. This is also great in the day underneath my lipstick. Only downside is I don’t like to bring it out with me during the day because it wouldn’t be very sanitary to reapply when I’m out and about.",1.0
"I really wanted to love this but it did not work out for my skin type. I have dry,sensitive, ezcema prone skin. I used this product three separate times and each time it gave me inflammation and dry flaky skin around my eyes and jaw line. This product was the only new item I added to my nightly routine, so I know it’s the culprit for my flare up.",0.0
"The powder is a little hard to work with but once it’s foamed up, the texture is really lovely on skin. Not too scratchy, not too aggressive - it’s a nice smooth lather with some exfoliating pieces. Overall a nice product, just a little hard to use. It is also REALLY expensive. *gifted by Dermalogica Sampling in exchange for honest review",0.0
"I wanted to like this product after reading through all the positive reviews but after a week of using the product, I noticed that I developed small red bumps/pimples on my forehead. I thought it was a hormonal breakout leading up to my period, so I continued to use this toner. The bumps got worse and I switched back to my regular toner (Neutrogena Acne Stress Control, which I’m not in love with since it dries my skin out despite clearing out my acne) for about a week and the bumps went away. After my period, I tried out the REN toner again to see if I’d break out, putting it on in the morning. Later that evening, I noticed the small forehead pimples came back. I will likely exchange what’s left of the product for another toner that is more gentle on my skin.",0.0
Th best addition to my skincare regimen. It’s absolutely the best serum I’ve ever used!!! It smells amazing and the amount of hydration I was able to achieve with this serum is phenomenal!!! I’ve achieved the healthiest complexion I’ve ever seen,1.0
"This mask is so good, and the perfect pick-me-up for tired skin. I had surgery last week and ever since I’ve been getting no sleep, and I’ve been too tired to do my regular skincare routine... as you can imagine, my skin was looking pretty rough as a result. I received this mask from Influenster, and honestly after 2 uses my skin is right back to normal, if not better! My eye bags are gone, my colour is back, and I have the nicest, dewiest glow happening. I’m SO happy with how well this mask works. Also, I adore the pump bottle; I’m so used to masks in tubs or squeeze bottles, and they’re always so messy. The pump on this totally eliminates mess. Overall, I think this product is fantastic, especially if your skin is looking a little dull. I received this product free for testing purposes.",1.0
The best I have ever used… seriously. I did not break out. It has the perfect rich consistency.,1.0
"I originally tried this product as a free sample and noticed a smoother appearance to my skin in one use. I was very disappointed when purchasing the 1oz size as the bottle came half empty. It’s also difficult to get the product out with the applicator. With daily now for over two weeks, I have yet to see a difference in my skin. Overall, mixed review.",0.0
Not very moisturizing. If you have dry or even normal skin wouldn’t recommend. Didn’t absorb into my skin at all. Let me feeling dry.,0.0
"I suffered really badly with cystic acne, but I finally went to the dermatologist and was put on medications to clear up my skin. Thankfully my skin cleared but I was left with a bit of acne scars on my cheeks. I started using this product about two weeks ago and already I notice a huge different in the redness of my scars. It also has evened out my skin tone and brightened my skin. Totally worth the splurge.",1.0
"Love this cleanser.  Doesn’t dry out or irritate skin.  Got as part of birthday gift and had to buy full size when it ran out.  Price is a little high, but only need nickel size amount to wash so lasts forever.",1.0
"This is my go-to face oil! It has not made me break out, and it has improved the overall look of my skin. It is VERY moisturizing. While it is expensive, the mini size has lasted me quite a while! I have repurchased this and will continue to when I run out.",1.0
"Love this product so much! This is my go-to for those no-makeup makeup days. This balm doesn’t have a lot of color, but feels so nice and moisturizing on and gives your lips a nice juicy glow.",1.0
"This mask is really great! I’ve used it a few times since receiving it and I really feel as though it made my skin softer, more supple and more radiant. It also helped me with some texture I was experiencing after having traveled a lot over the past few weeks! Initially the mask was tingling my face, but it’s really nothing bothersome. I also really love the scent! It’s not too strong and really pleasant. I’m happy to have a mask that acts as a chemical exfoliant as I am no longer using physical exfoliators! I’m excited to continue using this product and seeing what it does for my skin. Disclaimer: I received this product for free for testing purposes.",1.0
"LOVE THIS! It’s amazing and it works really well and really fast, you can see results, helps with fading dark spots and works to ease texture. You can see results really fast, this is an amazing product!",1.0
Used it for atleast a month breakout more and a waste of 30 bucks. Switched to Cerave. didn’t even clear up my acne,0.0
"I received this product complimentary through Influenster and while i haven’t tried it yet on my face because i have another moisturizer i want to finish first, i did try it on my dry cracked hands before bed. I really liked the texture and feel of it. Not too heavy or greasy at all! Does have a light scent but i did not find it overbearing. Did not cause any irritation and i did notice some relief of my dryness but if my skin on my face was as dry as my hands then i would definitely need something heavier. I look forward to trying on my face soon!",1.0
Love it ! It really help the inflammation and redness.,1.0
There is nothing like it!  I have it with me wherever I go.  It’s pure comfort and joy.,1.0
I really like this serum. I use it morning and night.  It really makes my skin smooth and more even. A little goes a long way too. It is expensive but worth it. I tried it as a free sample then after that was gone purchased the 2 pack.,1.0
This felt like rubbing beeswax on my face. It would not spread and did not clean anything off my face. I had to double cleanse with my normal face wash to get the product off and make my skin not feel waxy anymore. I received this product complimentary to test and review. Please save your money and buy something else.,0.0
"It’s ok. It delivers the perfect amount of moisture, but that’s all it does. It’s a little pricey for just moisture. I’m going to use it up. Won’t be repurchasing.",0.0
I used this serum both in the morning and evening as suggested for about a month. I personally did not see any changes in my skin but I also did not see my skin getting worse. It is lightweight so perfect for day time serum. Evening I like to do a more thicker serum.,1.0
"Why is this product not sealed!! Over 100$ and no seal!! Makes me nervous, for that I will not repurchase! Get eith the times people. No seal…no deal",0.0
"Best sunscreen I’ve ever tried by far! Makes the skin super matte, works as a really good primer, doesn’t leave any cast, and actually protects from the sun extremely well!! I live in a really hot/sunny place and this keeps me from burning. Honestly doesn’t have the best smell, but it fades after you spread it, and the effects of it are worth the temporary smell.",1.0
i had gotten a free sample from influenster to try this product out a few weeks ago and didn’t really notice much of a difference. i have normal to oily skin and it didn’t make it oily at all it absorbed well into my skin,0.0
"this works amazing on my skin, keeps me hydrated all day and my face has a natural glow after using this. I typically use this face cream once in the morning as my final step in my skincare routine and then once in the evening as my final step in my skincare routine ..... I wish there were clearer instructions on the refill though. when I unscrewed the top to remove the empty white tub, I didn’t know I was supposed to also remove the clear plastic part that was attached to the top .... after placing the new tub into the blue holder, I struggled to screw the top back on and it resulted in a waste/loss of A LOT of product. it would be super helpful to include clearer instructions to advise that we ensure the clear plastic piece is also removed when switching out the white tub ... this is my first time using this type of face cream pump so I had no idea I was supposed to remove the clear plastic part. it’s a shame I lost so much of the product because it’s not cheap but it does work amazingly well with my skin.",1.0
This product felt like it coated with lips without hydrating or moisturizing them. This is probably my least favorite product out of the time. Its surely not worth the price tag. My lips were left feeling chapped and greasy without. I was extremely disappointed by this product. This item was sent to me for my consideration from Influester in exchange for my honest review,0.0
"Don’t waste your time, unless you like smothering , what feels like pure lanolin, on your face. so thick, hard to wash off.",0.0
"This Retinol Cream really works guys!!! OMG!! My pores was noticeable and uneven skin tone. With masking, steaming and applying this cream, you’re sure to see results over time. Just be patient and don’t give up. Just make sure your skin is hydrated.",1.0
"Love how this is a moisturizer and primer in one! I have super dry skin right now so the moisturizer aspect of it was not hydrating enough for me but I think in the summer time it will be perfect. I do like the fresh, light citrusy scent and how glowy this makes my skin look immediately! It makes a great base as it’s slightly tacky bio your makeup sticks well.",1.0
"Got this as a gift from my love one and I have tried this for almost two weeks. The main reason he bought me is due to my dry hands caused by the weather. I use this only at night on daily basis and noticed the tremendous improvement just within days. This can be used for many skincare issues and when i noticed that it can be used as a moisturizer, I was thrilled to try it on my face. My face used to have some pimple problems from time to time but recently, my skin around my nose flaked. It seems to be moist enough for my face but I am still observing the result. However, after I applied the oil on my husband’s face (he has flaking issue as well), we could see good result.",1.0
I really like this product. I can see a difference in my skin. I would recommend.,1.0
"just doing the lord’s work and here to warn you that this stuff is garbáge. I’ve been forcing myself to use this for so long, but I get angry every time I apply it because it was a colossal waste of money.",0.0
"I have been debating buying this cream for a while now (I was scared I would love it because it’s so expensive lol). I bought the little jar, but it just sat on my skin and never absorbed.  I was also surprised at how little cream is in that jar.  It looks like someone scooped some out before I got it.  It will be returned",0.0
"This pre-cleanse is a great at removing makeup. It is just oily enough (feels like a serum) and it melts thick layers of face makeup away really well. The packaging also helps dispense the product in the best possible way. I will say that it did burn my eyes a little bit when I took off my eye makeup, but maybe with time I will be able to figure out a way around that.",1.0
Love it! It does a great job at removing all of my makeup and it’s soothing to my sensitive skin.,1.0
I really liked this cream. I definitely felt it was more moisturizing than the gel moisturizer from the same line. I have always battled dry skin but I noticed a change after using this cream.  I received this product for free for testing purposes.,1.0
"I’m so disappointed to share that this sadly did not live up to the hype. I bought it due to the rave reviews but upon further inspection most 5 star reviews were from those receiving free samples, not people who purchased this cream. It is moisturizing, but it’s extremely greasy, so I don’t recommend it any time other than immediately before bed, should you forget and touch your face then a screen or book or tv remote etc it’ll leave greasy residue. I’ll be exchanging it for a less greasy lotion. Very disappointed but luckily there are many alternatives out there.",0.0
"I love love love this product. It takes my makeup off like a dream. It’s soothing and calming and gentle enough but works aggressively to get all products off my face. HOWEVER, I’m disappointed to hear that this product contains microplastics (polyethylene). I watched so many people rave and suggest this product...but how is this marketed as clean when it’s not quite environmentally friendly....I don’t know about you but I don’t want to be rubbing microplastics into my face. I’m so disappointed. I bought a new jaw but I will be returning :(",0.0
"I love this products! I do feel like my skin looks brighter the next day after using this. The first night I used it, my skin was not only brighter, but cleaner, acne had cleared up, and texture was incredible! Gifted by Drunk Elephant Ecomm",1.0
felt nice on the skin while cleansing but had a strong fragrance; my skin is usually not sensitive but this item made me skin really dry and patchy even after applying moisturizer :( had to use a heavy moisturizer for days!,0.0
Bummed I used my $20 off on this. As another reviewer mentioned - doesn’t seem to have any cumulative effect. I bought the day it was released and have been using it for almost a month now. It helps brighten when you first put it on but doesn’t look any different after an hour or so. I use RMS Un Cover-Up and it won’t really apply over this unless I apply it when I get to work an hour or two after.,0.0
love love love! I tried a complimentary tube of this wash and I was blown away! I was skeptical at first because I had never heard of this brand let alone using rice water besides on hair. my skin was super soft afterwards and it seemed like the oil just magically disappeared as well. i love that a little went a long way!,1.0
Feels like it never sinks into the skin. It goes on very creamy. But if you rub your face after about 20 minutes it peels off like it’s a film on the skin that never sunk in. I tried waiting longer. Same thing happened. I have a roller that I use over my skin too. And it would take it off in small pieces and looked like my skin was peeling off. But it was this product !!,0.0
"My favorite moisturizer for all over my body, hands, feet, and my face if I’m extra dry. I was skeptical of cost at first but at first use I realized a little goes a long way! Already purchased my second order!",1.0
I received this in sample size to try. It’s a nice serum but I didn’t notice much of a benefit to it. I would probably just look into another serum that’s more effective for the price.,0.0
